Query_Name,Database_ID,Target_ID,Target_Name,Gene_Name,UniProt_ID,Query_Percentage,Target_Percentage,Polypharmacology_Type,Ligand_Name,Organism,original_target_smile,query_frag_smile,Query_SMILES
mol_0,CHEMBL3729846,ChEMBL_T_2622,Nicotinamide N-methyltransferase,CHEMBL2346486,P40261,60.0,53.85,Type 4,CHEMBL3729846 : ,Homo sapiens,CCN1CCN(c2ncc(-c3cccc([C@H](C)Nc4cc(-c5ccc6ncsc6c5)nc(C)n4)c3)cn2)CC1,*N1CCN(CC)CC1,CCN1CCN(CC1)C2=CC3=C(C=C2)C(=NN3)C4=CC5=C(C=C4)N=C(N5)C6=CC(=C(C=C6)O)OC
mol_1,CHEMBL320474,ChEMBL_T_3117,Alpha-synuclein,Unknown,Unknown,25.0,87.5,Type 2,CHEMBL320474 : ,Homo sapiens,ONc1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL456807,ChEMBL_T_324,G protein-coupled receptor 34,Unknown,Unknown,28.57,100.0,Type 2,CHEMBL456807 : PHENYLHYDRAZINE,Mus musculus,NNc1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4291831,ChEMBL_T_1576,Tyrosyl-DNA phosphodiesterase 1,CHEMBL1075138,Q9NUW8,28.57,80.0,Type 2,CHEMBL4291831 : ,Homo sapiens,C#CCNc1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3330327,ChEMBL_T_1897,Survival motor neuron protein,CHEMBL1293232,Q16637,25.0,63.64,Type 2,CHEMBL3330327 : ,Homo sapiens,N[C@H]1C[C@@H]1Oc1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL24367,ChEMBL_T_2266,Adenosine A2 receptor,CHEMBL2094257,P29274,25.0,63.64,Type 2,CHEMBL24367 : ,Saccharomyces cerevisiae,CS(=O)(=O)Nc1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1568222,ChEMBL_T_1921,Ras-related protein Rab-9A,CHEMBL1293294,P51151,25.0,63.64,Type 2,CHEMBL1568222 : ,Homo sapiens,c1ccc(OCC2CO2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2324855,ChEMBL_T_1892,Microtubule-associated protein tau,CHEMBL1293224,P10636,32.14,75.0,Type 2,CHEMBL2324855 : ,Homo sapiens,Oc1nc(-c2ccccc2)no1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2071022,ChEMBL_T_1898,Prelamin-A/C,CHEMBL1293235,P02545,32.14,75.0,Type 2,CHEMBL2071022 : ,Homo sapiens,Nc1cn(-c2ccccc2)nn1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1650269,ChEMBL_T_2050,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,CHEMBL1795098,Q9GZU7,42.86,100.0,Type 2,CHEMBL1650269 : ,Homo sapiens,Nc1cc(-c2ccccc2)n[nH]1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3935371,ChEMBL_T_2341,"AMP-activated protein kinase, AMPK",CHEMBL2096907,Q9UGI9,28.57,61.54,Type 2,CHEMBL3935371 : ,Homo sapiens,O=C1C=CC(Nc2ccccc2)C1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2431088,ChEMBL_T_2044,Ataxin-2,CHEMBL1795085,Q99700,42.86,92.31,Type 2,CHEMBL2431088 : ,Homo sapiens,Cc1noc(N)c1-c1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL497802,ChEMBL_T_2487,Glycoprotein hormones alpha chain,CHEMBL2146305,P01215,42.86,92.31,Type 2,CHEMBL497802 : ,Homo sapiens,Ic1cc(-c2ccccc2)ncn1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL171789,ChEMBL_T_2550,Polycomb protein EED,CHEMBL2189117,O75530,32.14,69.23,Type 2,CHEMBL171789 : ,Homo sapiens,CN1CCN(c2ccccc2)CC1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4084029,ChEMBL_T_2602,Histone-lysine N-methyltransferase SMYD3,CHEMBL2321643,Q9H7B4,46.43,100.0,Type 2,CHEMBL4084029 : ,Homo sapiens,Cn1nc(-c2ccccc2)cc1N,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1823297,ChEMBL_T_294,Macrophage colony-stimulating factor 1 receptor,Unknown,Unknown,32.14,69.23,Type 2,CHEMBL1823297 : ,Mus musculus,O=Cc1cn(-c2ccccc2)nn1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1779582,ChEMBL_T_2378,Cyclin-dependent kinase 7/ cyclin H,CHEMBL2111288,P50613,46.43,92.86,Type 2,CHEMBL1779582 : ,Homo sapiens,Cc1cc(-c2ccccc2)nc(N)n1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2315222,ChEMBL_T_2396,Histone deacetylase (HDAC1 and HDAC2),CHEMBL2111429,Q92769,42.86,85.71,Type 2,CHEMBL2315222 : ,Homo sapiens,NCc1cn(O)nc1-c1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL374163,ChEMBL_T_1915,Geminin,CHEMBL1293278,O75496,39.29,78.57,Type 2,CHEMBL374163 : ,Homo sapiens,C#Cc1ccc(-c2ccccc2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4162063,ChEMBL_T_2567,"Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha",CHEMBL2221345,Q99814,39.29,78.57,Type 2,CHEMBL4162063 : ,Homo sapiens,NCc1cccc(-c2ccccc2)c1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2171699,ChEMBL_T_2551,GTPase KRas,CHEMBL2189121,P01116,39.29,78.57,Type 2,CHEMBL2171699 : ,Homo sapiens,COc1nn(-c2ccccc2)c(=O)o1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL486921,ChEMBL_T_2385,Integrin alpha-V/beta-6,CHEMBL2111416,P18564,28.57,57.14,Type 2,CHEMBL486921 : ,Homo sapiens,O=C1OCC/C1=C\Nc1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL5173270,ChEMBL_T_2237,Menin/Histone-lysine N-methyltransferase MLL,CHEMBL2093861,Q03164,32.14,64.29,Type 2,CHEMBL5173270 : ,Saccharomyces cerevisiae,Cc1oc(-c2ccccc2)nc1CCl,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3343430,ChEMBL_T_2259,Gamma-secretase,CHEMBL2094135,P49810,46.43,92.86,Type 2,CHEMBL3343430 : ,Homo sapiens,O=c1cccc(-c2ccccc2)n1O,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2348733,ChEMBL_T_2242,Protein kinase C (PKC),CHEMBL2093867,Q04759,46.43,92.86,Type 2,CHEMBL2348733 : ,Homo sapiens,Nc1n[nH]c(=O)cc1-c1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1380070,ChEMBL_T_2003,Bromodomain adjacent to zinc finger domain protein 2B,CHEMBL1741220,Q9UIF8,50.0,100.0,Type 2,CHEMBL1380070 : ,Homo sapiens,c1ccc(-c2cn3c(n2)CCC3)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2408237,ChEMBL_T_2281,Heat shock protein HSP90,CHEMBL2095165,P08238,42.86,80.0,Type 2,CHEMBL2408237 : ,Homo sapiens,O=c1c(O)ccccc1-c1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3603938,ChEMBL_T_2239,Phosphodiesterase 4,CHEMBL2093863,Q08493,28.57,53.33,Type 2,CHEMBL3603938 : ,Homo sapiens,CC(Oc1ccccc1)C1CCCN1C,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3824172,ChEMBL_T_2579,D-3-phosphoglycerate dehydrogenase,CHEMBL2311243,O43175,50.0,93.33,Type 2,CHEMBL3824172 : ,Homo sapiens,Cc1cc(O)nc(Nc2ccccc2)n1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3247187,ChEMBL_T_2486,"Glutaminase kidney isoform, mitochondrial",CHEMBL2146302,O94925,39.29,73.33,Type 2,CHEMBL3247187 : ,Homo sapiens,N=C(N)c1cccc(-c2ccccc2)c1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL97245,ChEMBL_T_2254,Cyclin-dependent kinase 2/cyclin E,CHEMBL2094126,O96020,46.43,81.25,Type 2,CHEMBL97245 : ,Homo sapiens,Nc1nc2ccc(-c3ccccc3)cc2s1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4080549,ChEMBL_T_1918,Bromodomain-containing protein 2,CHEMBL1293289,P25440,32.14,56.25,Type 2,CHEMBL4080549 : ,Homo sapiens,c1ccc(-c2ncc3c(n2)CCSC3)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4872160,ChEMBL_T_1886,Transcriptional regulator ERG,CHEMBL1293191,P11308,53.57,93.75,Type 2,CHEMBL4872160 : ,Homo sapiens,Brc1cnc2[nH]nc(-c3ccccc3)c2c1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL261439,ChEMBL_T_2463,CDK9/cyclin T1,CHEMBL2111389,P50750,53.57,93.75,Type 2,CHEMBL261439 : ,Homo sapiens,Nc1n[nH]c2ncc(-c3ccccc3)cc12,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4740445,ChEMBL_T_2251,GABA-A receptor; alpha-5/beta-3/gamma-2,CHEMBL2094122,P31644,57.14,100.0,Type 2,CHEMBL4740445 : ,Homo sapiens,O=c1[nH]cc(-c2ccccc2)c2nccn12,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL179421,ChEMBL_T_2289,Tubulin,CHEMBL2095182,Q9BUF5,39.29,68.75,Type 2,CHEMBL179421 : ,Homo sapiens,Oc1ccc2nn(-c3ccccc3)cc2c1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2234269,ChEMBL_T_2241,Estrogen receptor,CHEMBL2093866,P03372,50.0,87.5,Type 2,CHEMBL2234269 : ,Homo sapiens,O=c1[nH]cnc2c(-c3ccccc3)n[nH]c12,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1603926,ChEMBL_T_2045,Ubiquitin carboxyl-terminal hydrolase 1,CHEMBL1795087,O94782,46.43,81.25,Type 2,CHEMBL1603926 : ,Homo sapiens,Cc1n[nH]c(Nc2ccccc2)c1[N+](=O)[O-],*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL5207783,ChEMBL_T_2256,Cyclin-dependent kinase 2/cyclin A,CHEMBL2094128,P78396,46.43,81.25,Type 2,CHEMBL5207783 : ,Homo sapiens,c1ccc(Nc2ncnc3[nH]ccc23)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4434651,ChEMBL_T_2243,Integrin alpha-IIb/beta-3,CHEMBL2093869,P08514,57.14,94.12,Type 2,CHEMBL4434651 : ,Homo sapiens,c1ccc(Nc2ncc3c(n2)CCCC3)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3891739,ChEMBL_T_2366,Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3,CHEMBL2109233,Q05901,35.71,58.82,Type 2,CHEMBL3891739 : ,Homo sapiens,NC1=NCc2ccccc2N1c1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4174628,ChEMBL_T_2317,Serotonin 1 receptors; 5-HT1B & 5-HT1D,CHEMBL2095230,P28221,42.86,70.59,Type 2,CHEMBL4174628 : ,Homo sapiens,Cc1nn(-c2ccccc2)c(=O)c2nocc12,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1543513,ChEMBL_T_1600,Nuclear factor erythroid 2-related factor 2,CHEMBL1075094,Q16236,46.43,76.47,Type 2,CHEMBL1543513 : ,Homo sapiens,O=Cc1ccc2noc(-c3ccccc3)c2c1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2315803,ChEMBL_T_2001,DNA dC->dU-editing enzyme APOBEC-3G,CHEMBL1741217,Q9HC16,42.86,70.59,Type 2,CHEMBL2315803 : ,Homo sapiens,CC(C)Sc1nnc(CO)n1-c1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1438551,ChEMBL_T_1319,Neuropeptide S receptor,CHEMBL5162,Q6W5P4,46.43,76.47,Type 2,CHEMBL1438551 : ,Mus musculus,Cc1cc(-c2ccccc2)nc(S(C)(=O)=O)n1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3596389,ChEMBL_T_2612,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",CHEMBL2331053,Q16875,46.43,76.47,Type 2,CHEMBL3596389 : ,Homo sapiens,c1ccc(-c2nsc(N3CCNCC3)n2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL387536,ChEMBL_T_1894,Ubiquitin carboxyl-terminal hydrolase 2,CHEMBL1293227,O75604,46.43,76.47,Type 2,CHEMBL387536 : ,Homo sapiens,O=C(O)c1cc(-c2ccccc2)cc(Br)c1O,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL65312,ChEMBL_T_2249,GABA-A receptor; alpha-3/beta-3/gamma-2,CHEMBL2094120,P34903,32.14,52.94,Type 2,CHEMBL65312 : ,Homo sapiens,CCOC(=O)c1sc(-c2ccccc2)nc1O,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4443648,ChEMBL_T_2187,Rap guanine nucleotide exchange factor 4,CHEMBL2029198,Q8WZA2,42.86,66.67,Type 2,CHEMBL4443648 : ,Homo sapiens,CCn1c(-c2ccccc2)nc2cc(C)ccc21,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL55527,ChEMBL_T_2297,Casein kinase II,CHEMBL2095191,P19784,42.86,66.67,Type 2,CHEMBL55527 : ,Homo sapiens,N[C@@H](CS)CNc1ccc(-c2ccccc2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3660158,ChEMBL_T_2264,DNA topoisomerase II,CHEMBL2094255,Q02880,39.29,61.11,Type 2,CHEMBL3660158 : ,Saccharomyces cerevisiae,NC1Cc2nn(-c3ccccc3)cc2N(O)C1=O,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL5075193,ChEMBL_T_2238,Runt-related transcription factor 1/Core-binding factor subunit beta,CHEMBL2093862,Q13951,42.86,66.67,Type 2,CHEMBL5075193 : ,Homo sapiens,NNC(=O)c1nn(-c2ccccc2)c(=O)cc1O,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL194198,ChEMBL_T_2311,Fibroblast growth factor receptor,CHEMBL2095217,P21802,50.0,77.78,Type 2,CHEMBL194198 : ,Homo sapiens,c1ccc(-c2cnnc(-c3ccccc3)c2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3604465,ChEMBL_T_2247,MAP kinase p38,CHEMBL2094115,P53778,46.43,72.22,Type 2,CHEMBL3604465 : ,Homo sapiens,C#CCNc1nc(Nc2ccccc2)ncc1Br,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3356574,ChEMBL_T_2544,Histone-lysine N-methyltransferase EZH2,CHEMBL2189110,Q15910,39.29,61.11,Type 2,CHEMBL3356574 : ,Homo sapiens,Nc1cccc(-c2n[nH]c(-c3ccccc3)n2)c1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL97691,ChEMBL_T_05,Eukaryotic peptide chain release factor GTP-binding subunit,Unknown,Unknown,35.71,55.56,Type 2,CHEMBL97691 : ,Saccharomyces cerevisiae,O=C(O)/C=C/c1ccc(Oc2ccccc2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4788634,ChEMBL_T_2448,Soluble guanylate cyclase,CHEMBL2111348,Q02108,42.86,63.16,Type 2,CHEMBL4788634 : ,Homo sapiens,COc1ccc(-c2cnoc2-c2ccccc2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1933615,ChEMBL_T_2047,Regulator of G-protein signaling 4,CHEMBL1795091,P49798,67.86,100.0,Type 2,CHEMBL1933615 : ,Homo sapiens,Cc1nn(-c2ccccn2)c(O)c1-c1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2331945,ChEMBL_T_2425,Dopamine D2 receptor and serotonin 2a receptor,CHEMBL2111468,P28223,57.14,84.21,Type 2,CHEMBL2331945 : ,Homo sapiens,Cc1ccc(Nc2nc(-c3ccccc3)no2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL5204424,ChEMBL_T_2166,DNA dC->dU-editing enzyme APOBEC-3F,CHEMBL2007626,Q8IUX4,46.43,68.42,Type 2,CHEMBL5204424 : ,Mus musculus,OCc1cc2ccc(Cl)cc2c(-c2ccccc2)n1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4437399,ChEMBL_T_2629,DNA repair protein RAD52 homolog,CHEMBL2362978,P43351,42.86,63.16,Type 2,CHEMBL4437399 : ,Homo sapiens,Oc1ccc(Cl)cc1-c1nnc(-c2ccccc2)[nH]1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL477943,ChEMBL_T_2278,Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 1,CHEMBL2095162,Q15788,39.29,57.89,Type 2,CHEMBL477943 : ,Homo sapiens,O=C(CCCCn1cc(-c2ccccc2)nn1)NO,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3105842,ChEMBL_T_2616,Delta(24)-sterol reductase,CHEMBL2331059,Q15392,42.86,63.16,Type 2,CHEMBL3105842 : ,Homo sapiens,NC(=O)CNc1cnn(-c2ccccc2)c(=O)c1Br,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL248644,ChEMBL_T_2306,Trypsin,CHEMBL2095204,P35030,46.43,65.0,Type 2,CHEMBL248644 : ,Homo sapiens,c1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4278195,ChEMBL_T_1884,Cytochrome b-245 heavy chain,CHEMBL1287627,P04839,39.29,55.0,Type 2,CHEMBL4278195 : ,Homo sapiens,O=C(Nc1nc2ccc(O)cc2s1)Oc1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2179986,ChEMBL_T_2569,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK)",CHEMBL2221347,P15382,57.14,80.0,Type 2,CHEMBL2179986 : ,Homo sapiens,O=c1[nH]cnc2c1sc1nc(-c3ccccc3)ccc12,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3747623,ChEMBL_T_2275,Adrenergic receptor alpha-2,CHEMBL2095158,P18089,50.0,70.0,Type 2,CHEMBL3747623 : ,Homo sapiens,Cc1cnn2c(Nc3ccccc3)c(C(N)=O)cnc12,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4761444,ChEMBL_T_2515,NAD-dependent protein deacetylase sirtuin-6,CHEMBL2163182,Q8N6T7,50.0,70.0,Type 2,CHEMBL4761444 : ,Homo sapiens,CCCCNNC(=O)c1ccc(-c2ccccc2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1958399,ChEMBL_T_2491,Werner syndrome ATP-dependent helicase,CHEMBL2146312,Q14191,64.29,90.0,Type 2,CHEMBL1958399 : ,Homo sapiens,O=c1cc(-c2ccccc2)nc(NC2CCCCC2)[nH]1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1852660,ChEMBL_T_1349,Huntingtin,CHEMBL5514,P42858,42.86,60.0,Type 2,CHEMBL1852660 : ,Mus musculus,NC1CCc2c(Br)ccc(-c3ccccc3)c2CC1=O,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL198816,ChEMBL_T_2312,Muscarinic acetylcholine receptors; M1 & M2,CHEMBL2095219,P08172,50.0,70.0,Type 2,CHEMBL198816 : ,Homo sapiens,N#Cc1cccc(-c2cc(-c3ccccc3)cnn2)c1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4798572,ChEMBL_T_2314,Integrin alpha-5/beta-1,CHEMBL2095226,P08648,46.43,65.0,Type 2,CHEMBL4798572 : ,Homo sapiens,c1ccc(Nc2cc3c(cn2)ncn3CC2CC2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4086012,ChEMBL_T_2097,Integrin alpha-V/beta-3,CHEMBL1907598,P06756,46.43,65.0,Type 2,CHEMBL4086012 : ,Homo sapiens,O=C(Cc1nnn(-c2ccccc2)n1)c1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
